,lmp_node,matched_source_sink,match_score
443,CONS GLDWN GLDWN_T2,CONS.LUDINGTN2,67
444,NSP RUSHRIVR RUSHRI1,NSP.SHERC1.SLR,65
445,UPPC WINONATI WINONATI,DPC.WINNEBAGO,51
446,DPC LAWLER LAWLER1,DPC.FILMOR.SLR,56
447,CONS NEWRK NEWRK_T1,CONS.PINERVR1,62
448,CONS GLNLK GLNLK_T1,CONS.LUDINGTN1,61
449,NSP DAHLGREN TR1,GRE.NSPP_1.AZ,62
450,ALTE BIRNAMWO BIR_T41,ALTW.W_BINGHAM,57
451,CONS MIO BANK_1,CONS.BRANCH,62
452,DECO WHITTIER TRF1,DECO.TURTLE2,60
453,WEC GRANVILL GRANVL_L8X,WEC.VALLYGA1,51
454,ALTW QUASQTJ QUASQTJ1,ALTW.ROQUETTE1,57
455,MDU MANDAN38 MANDAN1MDU,MDU.DIAMNDWILW,49
456,CONS BILWD BILWD_T1,AMIL.BALDT1.NU,61
457,OTP WINGER TR_MPC,CIN.ESR.ATTBRY,52
458,MGE BLOUNT BLS_TR1,MGE.BLT_ESR1,67
459,CLEC MARKSV T2_CLEC,CLEC.CLEC,64
460,NSP CENTRVL TR1,NSP.CEDARFAL,59
461,GRE SAND_GRE GRE_TR1,GRE.SMP.GRE,58
462,EAI BRNSVL LT1,EAI.WODLN1.ARR,57
463,NIPS WHEELER1 NO_2_XFMR,NIPS.NORWAPNOR,54
464,NSP COCHRAN3 COCHRA1_N,NSP.CHARA_TR1,57
465,ALTW EYOTALT EYOTAL1,ALTW.MONTA.ARR,59
466,OTP ALICE ALICE1,OTP.CENTER1,59
467,ALTW ELMORE ELMORE2,ALTW.EMERY32,65
468,CONS DUFFIELD TB1,CONS.ISABELLA1,58
469,CIN HEMEMPHS BK1,CIN.HE.PSI,62
470,CWLP PALOMINO PALOMINO691,MEC.PALOALTO1,53
471,EES FRMNRD T2,EES.FRONT_TX2,69
472,EES CARLI4 DWNRIVR2,EES.AIRLIN.ARR,67
473,EES STN T1,EES.STLNG1.ARR,67
474,CONS FRAME FRAME_T2,CONS.RENAIGEN2,61
475,CONS SIGLR SIGLR_T1,CONS.GRATIOT1,62
476,WPS INGALLS1 TR2_UMERC,WPS.UMERC,58
477,ALTW BRNW BRNW1,ALTW.FRBRN.WND,69
478,EES SULLVN T2,EES.WLGLN2.ARR,59
479,AMMO CALLAWAY XFMR_SFGD_B,AMMO.CALLAWAY1,67
480,NIPS LAWTON LAWTON,NIPS.BENTONCO,58
481,NSP MED_LK MED_LK1,NSP.BLUE_LK8,60
482,CLEC PB_C R2443X,CLEC.RPS2.LEPA,60
483,NSP STSTEPHN GRE_TR1,NSP.CHARA_TR1,55
484,EES TIMBLD T1,EES.ETILD,73
485,NSP I94INDPK GRE_TR1,NSP.CHARA_TR1,55
486,NSP NEWMARKT NEWMAR1,NSP.NEW_PNEW_,61
487,LAGN LERY LERY,ALTE.ALBANY,56
488,SME MDWY13 LD_MIDWAY,MEC.DIAMNDTR1,55
489,OTP WAHPETN GRE_TR2,OTP.DR1_2.WND,62
490,DECO LAKRD TRF_1,DECO.LUD1,64
491,CONS WILMS_MT WILMS_T2,CONS.SCIT,52
492,EAI EAIHIG LD2,EAI.EAILD,78
493,EES BEVIL T1,EES.BYGL,60
494,CONS INGRS INGRS_T1,CONS.PINERVR1,62
495,EES BROADM T1,EES.BRAZLD,70
496,ALTW I35T I35T1,ALTW.TOI,61
497,EES OLN T1,EES.LONSTR1,76
498,NSP AUGUNSP AUGUNS1,NSP.NSPG_2.AZ,56
499,CONS BASLK BASLK_T1,AMIL.BALDT1.NU,61
500,DECO FGROV_TP FGROVFGROV_TP1,DECO.OLIVRP11,49
501,ALTW RCCS AUXB,ALTW.RCCS.ARR,81
502,DECO SIGMA TRF1,DECO.SIGEL1,69
503,EMBA REXBRN T1,EMBA.HINDS1CT1,57
504,IPL 16LAWRNC LD_H,ALTW.LKFLD.IPL,58
505,DPC STETSON STETSO1,CWLD.SIKESTON,50
506,EES NEDRLN T5,EES.NELSON6,67
507,AMIL 2HADLEY HADLEY,AMIL.AEM.IL,60
508,EAI EARLE LT1,EAI.EAILD.RLA,69
509,NIPS TRAILCRK TRAILCK1,NIPS.PRAXAIR,59
510,ALTW OAKVLREC OAKVLR1,ALTW.DAEC.ARR,65
511,MEC 76_DOUG TR1,AMMO.MEXCTG1,52
512,NIPS AIRPORT3 AIRPORT,NIPS.BAILY.ARR,63
513,DECO TROY3 TK3506,DECO.MONROE3,55
514,MIUP TALETINO L1,MIUP.TILDEN,67
515,DPC AIRPORT2 AIRPOR1,UPPC.PORT.ARR,67
516,NSP EAGLELK EAGLEL_1,NSP.ALTM_1.AZ,61
517,CONS AUBUR AUBUR_T1,NSP.CHARA_TR1,56
518,DECO BUNCECRE TK824,DECO.BAUER.MVP,61
519,EES ROMEVL T1,EES.PERVL1,70
520,MEC RACCNDGX XGX9T4,MEC.MORNLIGHT,50
521,WPS ALGOMA_S ALGOMA_STH,CONS.PAL_WPSC,50
522,WEC AUBURN01 AUBURN_L4,WEC.KAUCBL.ARR,61
523,DPC BRICE BRICE1,BREC.BREC,64
524,MEC BOYDEN BOYDEN1,MEC.MEAN.LD,55
525,MEC SUB_38 TR1,MEC.STORMLK_1,59
526,WR MPUA WOODLAWN,WPS.OCONTO.MP,55
527,ALTW NWSB NWSB1,ALTW.WIN1,67
528,ALTW MTLAKET MTLAKE1_ALTW,ALTW.LOSTLAKES,56
529,CIN PENDLTN BK1_69,CIN.EDWST,52
530,HE 07LANVIL A,AMIL.HENNP.ARR,59
531,CONS TWELFTH BANK_1,CONS.LBWL.ASSM,55
532,MEC CARROLL CARROL1,MEC.COMP.ARR,65
533,NIPS PRAXAIR3 XFMR_1,NIPS.PRAXAIR,75
534,EES WLDCAT L2,EES.JWL_CT2,67
535,ALTW DOTSON DOTSON1,ALTW.MTOWNCT1,62
536,SIGE SIG_MDJO T2,SIGE.SIGW,56
537,ALTW BENN BENN1,ALTW.BEPM.CBLD,62
538,SME RFRK13 LD_ROLLING_FRK,SME.MORRO.ARR,47
539,NSP SHERMAN2 SHERMA1,NSP.SHERC1.SLR,71
540,GRE PVLYGRE TR6,GRE.PVLYGR3,77
541,CONS LEONI LEONI_T1,CONS.RENAIGEN1,67
542,LEPA MRGNCTY4 MRGNCTY_LD,LEPA.MGC_UNT01,53
543,EES COR T3,EES.STLNG3.ARR,67
544,NIPS SELECTFR SELECTFR,NSP.SHERC2.SLR,56
545,ALTW FLTR FLTR1,ALTW.FCLDFCL1,71
546,WEC MAPLE002 L8,WEC.EITM_LZ02,57
547,GRE PRINCTAP TR_INDST,GRE.TRIMTTRIM,59
548,EES POINTB TR1,EES.LONSTR1,72
549,LAGN ANLK ANLK,LAGN.LAGN,70
550,AMMO MRSL MRSL_75,AMMO.MRRIS.SLR,71
551,EAI ARK_NU NUCT_LD1,EAI.WMULD_1.AZ,61
552,NIPS KNOX2 NO_3_XFMR,NIPS.MNTIC2.NU,53
553,AMIL SPNG_BAY SPNG_BAY_13KV,AMIL.RPGI_1.AZ,54
554,DECO RVRVW 40_KV2,DECO.HVSTW,52
555,DECO SOFLD LD4,DECO.LUD4,70
556,MEC SUB_S TR1,MEC.STORMLK_1,62
557,MP HIBBING HIBBIN2,MP.HIBBAR3,50
558,GRE HUT3M TR1,GRE.TRIMTTRIM,62
559,CONS GLCST GLCST_T1,CONS.SCIT,57
560,NSP SXFLSMUN SXFLSM2,NSP.HCPD.SXFLS,53
561,AMMO CNTL CNTL_FOL_2,AMMO.CALF_1.AZ,59
562,AMIL LAS LAS_739,AMIL.CLAY_1.AZ,67
563,DECO STPS_22 TRF_1,DECO.STCLP11,60
564,NIPS LNG2 NO_2_XFMR,NIPS.STJOHN.LN,55
565,AMMO MLNE MLNE_81,AMMO.MERAMEC1,67
566,EES HEIGHT T1,EES.WASHEC_CT1,59
567,EAI CASH T1,EAI.CC.UPS1,64
568,MEC RIVRBEND RIVRBE1,EES.RVRBEND1,62
569,NSP MUNSON MUNSON1,NSP.MENOMOA,62
570,ALTE WINNEBAG A10_WGO_T41,DPC.WINNEBAGO,47
571,BREC MADISOBR MADISONVILLE,CIN.MADISON.3,51
572,AMMO PGVL PGVL161-GIBSON,AMMO.TRIGCTG1,49
573,SMP CASCADE CASCAD1,EES.CC.ACAD2,58
574,EAI ELDUPL T2,EAI.PLUMPT,70
575,BREC HOPKNSCO PIT_DEENEG,BREC.SEBREE,51
576,DECO PDMNT1 XF1,DECO.MONRP11,67
577,WPS HIGHFALL LD_T1,NSP.BIGFALL_A,58
578,CONS SHRMN SHRMN_T1,CONS.HRSY10,60
579,NSP MAXWLL MAXWLL1,NSP.MMPA_1.AZ,58
580,EES PETERS T2,EES.ETEC,67
581,ALTW STRATFR LD1,ALTW.LEDYARD,64
582,SIGE SIG_SAVT SAVT,SIGE.10ABGTGT,58
583,EMBA GRNVND T1,EMBA.G_ANDRUS1,64
584,MEC GRISWOLD GRISWO1,WEC.ERGS_LD,52
585,MP VIRGNIA TR2,MP.TACRIDGE1,54
586,NSP TREMPLO TREMPL1,GRE.MAPLEMAPL,56
587,NIPS ST_MARY1 NO_2_XFMR,NIPS.NORWAPNOR,54
588,WPS TOMAHAW2 TOK_T3,WPS.FOX_CT2,53
589,EES APOLLO T2,EES.AXIALL,61
590,ALTE ADCOLDOY CR2_DOY_CALAMS,ALTE.BVRDAM,46
591,CONS BLACKMAN BANK_1,CONS.ALCONA,58
592,AMMO MERAMEC COM_XFMR_C,AMMO.MERAMEC2,67
593,TVA OAKL12 OAKLND_TVA_LD,TVA.TVAM_1.AZ,49
594,CONS GRPHT GRPHT_T1,CONS.GRATIOT1,62
595,HE 07KNG_SW LD_KINGSTON,CONS.LUDINGTN5,54
596,GRE ENB-GOWN GRE_TR1,GRE.GRE.CXS,52
597,CONS RILYX RILYX_T1,CONS.POLARIS1,56
598,AMIL EQIN EQIN_292,AMIL.EEI,62
599,AMMO BIGR BIGR_74,AMIL.BIGRIVER,60
600,NSP STJ_EAS STJ_EA1,NSP.ST_PETER,65
601,CONS CPBRONCO T1,CONS.CROTON,67
602,OTP ORTNQRY ORTNQR1,OTP.COURTNY.WF,55
603,NIPS TOPEKA TOPEKA,NIPS.OAKDAPOAK,62
604,IPL 16RIVER LD_H,IPL.16GEOR44G,55
605,WEC RAMSEY00 RAMSEY_L101,WEC.EITM_LZ01,54
606,MEC 88TH_ST TR2,ALTW.8THST.ARR,55
607,SMP SILVR_L SILVR3,SME.SLVRCRK_2,58
608,CIN HETRACY BK1,CIN.HENRYCO.1,71
609,ALTE ORFORDV1 RC5_ORF_T41,AMIL.FORDCO1,54
610,DECO CHILS XF1,DECO.CROS,61
611,CIN WVPITTSW BK1,CIN.WVPA.BNLIL,60
612,DECO CUSTER2 24_KV,MEC.IVESTER,55
613,CIN HEGIL BK1_69,CIN.GIBSON.1,57
614,EES BECMTZ T1,EES.ETMP_1.AZ,62
615,ALTW LANSING LANSIN4,ALTW.LANSIN4,75
616,AMIL KWANSST TR1,AMIL.AMS_ASTOR,67
617,EES SULLVN T1,EES.LONSTR1,67
618,WPS TOMAHAW2 TOK_T2,WPS.FOX_CT2,53
619,LAGN SCAN SCAN,LAGN.LAGN,61
620,WPS DUNNROAD DUNN_ROAD,NIPS.DUNNBR2BS,50
621,EMBA STAR_E T2,EAI.STUTTGART,59
622,AMIL LAS LAS_711,AMIL.CLAY_1.AZ,73
623,CONS CLIO CLIO_T1,CONS.CCG_1.AZ,60
624,CIN 08STILVL A,AMIL.CILC.AZ,54
625,AMIL SHRAMCY SCHR_3476,AMIL.SZE_SCI,53
626,EAI GALNLR T1,EAI.NLRLD,64
627,DECO COLLR TRF_1,DECO.GDRRF.ARR,60
628,NSP LMYLKTP LMYLKT1,NSP.LYONC.MVP,56
629,CONS HRVST_MT HRVST_T2,CONS.COVRT1_ST,56
630,CONS TRAVS TRAVS_T1,CONS.GRATIOT1,62
631,EES GFL T1,EES.LONSTR1,67
632,ALTW ADAIRRC ADAIR,ALTW.ADAMSADAM,69
633,MEC GRENHIL GRENHI1,GRE.MP.GRE,62
634,CONS CHARGE TLD1,CONS.THTFD.ARR,67
635,NSP BYRON2 BYRON1,NSP.ANSON2,59
636,NIPS GREENWY GREENWY_S,BREC.NIPS.GRSL,61
637,WEC CHARTER LD_T2,MEC.CAROLL_W2,60
638,EES ACADA8 T1,EES.ACADA1.ARR,67
639,NIPS WAYNE4 WAYNE_N,NIPS.NORWAPNOR,55
640,OTP SELZ TR1,OTP.SLWAYO1,61
641,SIGE 10STENDL T1,SIGE.10CULGN3,55
642,WPS NORSAU LD_1,WPS.GLU,55
643,MEC COBURGTP COGURG1,MEC.CENTURY_1,55
644,WPS KEWAUNEE KEWAUNEEAUX,WPS.CRANECREK,49
645,MIUP BRIMLEY L1,MIUP.BRULEGHYD,69
646,CONS GMI GMI_T1A,CONS.GRATIOT1,62
647,MP AKELEY GRE_TR1,GRE.MP.GRE,59
648,NSP PILOTKB PILOTK1,NSP.UILK1,57
649,CONS BRWST BANK_1,CONS.CA3_WPSC,60
650,MIUP VALLEY L1,MIUP.PEAVYFALL,64
651,AMIL CHNE CHNE_731,AMIL.RES.CNE,67
652,ALTW MELR MELR1,ALTW.EMERY_1,74
653,CONS LOMBX LOMBX_T1,CONS.JAXON_1,58
654,AMIL SBELLEVI SBEL_3338,AMIL.SBL_ASIBL,65
655,AMIL MARSEILL MRLS_12KV,AMIL.MAROA.MVP,59
656,CIN BRNSTWN BK1_69,CIN.08NOBSN2,47
657,DECO NITRO1 LD1,DECO.MONROE1,67
658,DPC LONGWOO2 LONGWO1,DPC.NWELOAD,52
659,ALTE TROY0002 XF2,ALTE.ROCKGEN2,53
660,NSP BAY_CITY BAY_CI1,NSP.ALTM_1.AZ,55
661,NSP EAGAN GRE_TR1,NSP.CHARA_TR1,67
662,CONS LEWTX LEWTX_T1,CONS.LWEP,57
663,OTP GRACEV TR_OTP1,OTP.OTPW_1.AZ,65
664,CONS DORRCORN BANK_1,CONS.RVRFORK,56
665,MEC 25_STDGR DGR814,GRE.REC.CC2_DC,55
666,CONS WDSTX WDSTX_T1,CONS.SCWND1,60
667,OTP NORCRSS TR_GRE1,NSP.S_RIDGE1,52
668,NSP EXCELSOR EXCELS1,EES.NELSON6,58
669,CONS NPORT NPORT_T1,CONS.SPRTN,62
670,MIUP BRULEHYD LD_UMERC,MIUP.BRULEGHYD,72
671,OTP EDGLOTP TR_EDGE,OTP.OTP,54
672,CLEC PSCOTT T1,CLEC.SPS1,70
673,EES DVILLE T1,EES.AXIALL,61
674,ALTW NNGN NNGN1,ALTW.CC.MGS1,59
675,CONS FORTCUST BANK_1,CONS.COVRT1_ST,59
676,DECO MILTNTEC TRF_1,DECO.MINDEN1,65
677,EMBA SARDIS_E T1,EMBA.RGDS,64
678,NIPS ASPHALTM ASPHALTM,NIPS.IMPA,52
679,WEC 28TH13 28TH13_L1,WEC.EITM_LZ01,48
680,ALTW MANCIND MANCIN1,ALTW.SACCOWIND,65
681,CLEC DERIDR CLECO_CALC,CLEC.CLEC,58
682,NIPS PACTIV_W PACTIV_W,NIPS.PRATTIND,57
683,CONS FGRBD FGRBD_T1,CONS.EXGNBB1,58
684,EES SCO T1,EES.MTCPSCT1,73
685,DECO ROMEO XF2,DECO.MONROE2,69
686,CONS ROCFD ROCFD_T2,CONS.CROTON,60
687,EES ACAEES AUX02A,EES.CTEAU2.ARR,65
688,EES ESTELL T1,EES.STERL7,70
689,WEC OVW L7,AMIL.WWEC,63
690,DECO LILAC XF2,DECO.PLACDP12,67
691,ALTW ADRIANT ADRIAN1,ALTW.ADAMSADAM,65
692,CONS JONSN JONSN_T1,CONS.JAXON_1,65
693,SME MNTC13 LD_MT_CREEK,SME.MOR_CTG1,53
694,CIN PRESTWKJ BK1_69,CIN.EDWST,50
695,SIGE SIG_RIVR T1,SIGE.APGI,56
696,CONS BRYER BRYER_T3,CONS.BSE.CEC,58
697,EES ALTO_E T1,ALTE.TOWNEST11,67
698,MEC PONYCRK0 XWX9T3,MEC.POCHNT_1,52
699,CONS FISHL FISHL_T1,CONS.ISABELLA1,61
700,CIN GRNCTCEM BK2_69,CIN.CT.VERMN.2,61
701,DECO HINES TRF_2,DECO.PINE_TREE,67
702,GRE MISSIONG GRE_TR2,GRE.MP.GRE,60
703,AMIL CRSW2 CRSW_717,AMIL.CC.CSTN,58
704,WEC BUTTEDES BDM_T8,WEC.BUTRIDGE1,56
705,EES MKR T3,EES.LKCHAR_ST,61
706,NSP BATEMAN BMN_TR1,NSP.CHARA_TR1,62
707,CONS MORLX MORLX_T1,CONS.POLRS.SOL,61
708,CONS BRIDG BRIDG_T1,NSP.HIBRDG9_1,62
709,WEC BROOKDAL BRKDAL_LD8,WEC.DAR_SLR1,51
710,CIN MIDLFORK BK1_69,CIN.MARKLND.1,56
711,CONS RANKN_MT RANKN_T1,CONS.KENCNTY1,57
712,EES PRSPCT T3,EES.MTCPSCT1,64
713,CIN CRNE_NWJ BK1,CIN.CT.VERMN.1,60
714,SME CNTP13 LD_CENTERPOINT,SME.PLUMPOINT,58
715,IPL 16TOBEY LD_F,IPL.16PETEE3,57
716,EAI CROKED LT1,EAI.CROSSETT,62
717,IPL POSTROAD LD_H,HMPL.HMPLOAD,55
718,EES HUV T2,EES.UCB,59
719,AMIL PERKINSR TR1,AMIL.EIPS1,67
720,CIN 08TH_WTR A,CIN.ESR.ATTBRY,50
721,HMPL HMPL5 H5T2,HMPL.HMPL_1.AZ,69
722,AMMO MORU MORU_71,AMMO.MORUCTG1,67
723,CONS EGRNT EGRNT_T1,CONS.KENCNTY1,62
724,NSP PYNSVIL TR_GRE4,NSP.WISSOT_TR4,55
725,CONS DERBY2 T1,CONS.HRSY10,64
726,EES FLAREH T2,EES.LKCHAR_CT2,67
727,LAGN PLAQ PLAQ,LEPA.CPLAQ.ARR,64
728,ALTW LAKESIDE LAKESI1,ALTW.LOSTLAKES,69
729,HE 07SCTLND A,HE.07LCPGEN1,56
730,AECI DRAKEVL DRAKESVL_ALTW,AMIL.TRA_ATRAE,55
731,CONS DISPL DISPL_T1,CONS.POLARIS1,62
732,MEC ADEL TR1,MEC.MRES_1.AZ,64
733,DECO WOLCT TRF_1,ONT.DECO.PSOUT,60
734,MEC IRETON ITN6T1,MEC.KNOXIN_1,55
735,CONS FORTCUST BANK_2,CONS.COVRT1_ST,59
736,EES BOXWOD T2,EES.CONCORDIA,54
737,MIUP MASS LD1,MIUP.MARQ,64
738,DECO SEVLE TRF1,DECO.SIGEL1,69
739,DECO NVILL XF1,DECO.NESL1,67
740,DECO PEERLESS TRF1,DECO.PHEASANT1,62
741,ALTE MIDDLEVI MIV_T51,ALTE.WRIVS_ST1,57
742,CONS MAYFR MAYFR_T1,CONS.GRATIOT1,56
743,GRE ROCKFRD GRE_TR1,GRE.MP.GRE,55
744,WR ALFM BUS_2,WR.MEUC_1.AZ,56
745,DECO SEWRD LELNDSEWRD1,DECO.DEERFLD,59
746,ALTE NWBELOIT NIT_T41,ALTE.ONIONRIV,53
747,LAFA LUKE T90A,LAFA.LAFA,61
748,MEC CBLUFFS CBLUFF1,MEC.CFU,54
749,CIN COLMBUSS BK2_69,CIN.PSI.LMU,53
750,SME HINTONVI LD_OLD_AUGUSTA,SME.BENN_R_U1,45
751,EES WOLF16 T1,EES.TOL_BEND1,62
752,DECO ERIN TK4204,DECO.FERMI2,67
753,DECO WORTH1 XF1,HE.WORTH1,67
754,CIN BRACKENW BK1_69,CIN.CAYCT.4,47
755,CONS HOWARD2 TB2,CONS.HARDY,69
756,CONS BLISS BLISS_T1,CONS.ASSEMBLY3,55
757,WAUE WILISTN ZAHL,AMIL.AEM.IL,50
758,ALTW BLIEDORN BLIEDOR9,ALTW.BEPM.CBLD,61
759,AMIL NLEROY TR1,AMIL.LEGOESR,67
760,AMIL TAYS TAYS_2,AMIL.SOY_2.AZ,69
761,BREC SMITHLAN SMITHLAND,BREC.SKILLMAN,61
762,CLEC MANY_7 T2,CLEC.CPS72,58
763,CONS GREYIRON BANK_4,CIN.GIBSON.4,56
764,CONS LOWELL T2,CONS.LWEP,70
765,DECO STANT TRF_6,DECO.PHEASANT1,60
766,DECO SUPERIO2 40_KV,DECO.FERMI2,60
767,ALTW CRESTNR CL2CR2,AMIL.CC.CSTN,65
768,EES ADA_E X145,EES.STL115.ARR,57
769,MIUP ARAGON ARA_LD1_WE,AMIL.FARGO.MVP,56
770,NIPS WARSAW3 NO_1_XFMR,NIPS.NORWAPNOR,61
771,CONS STLSZ STLSZ_T1,CONS.POLRS.SOL,61
772,CONS MOREL MOREL_T1,CONS.MIPOWER1,62
773,AMMO WRSN WRSN_FOX_T_1,AMMO.SIOUX1,55
774,DECO BURTN TRF_2,DECO.BAUER.MVP,60
775,AMIL HANS XFMR_1,AMIL.RPGI_1.AZ,67
776,EES JUNGRD T1,EES.LONSTR1,58
777,NIPS INDEP_HL NO_1_XFMR,NIPS.HWND1.IPL,49
778,SME MADDOX LD_MADDOX,MEC.MEAN.LD,52
779,DPC JORDANDP JORDND1,DECO.GRNWD1,52
780,DECO VERNA TRF_1,DECO.FERMI2,59
781,NSP FRONTNC FRONTN1,NSP.FENTON.WND,55
782,SIGE 10ROCKPT T1,ALTE.1ROCKGEN,62
783,WEC GRANVILL GRANVL_L8Y,WEC.VALLYGA1,51
784,DECO HAMLN TRF_2,DECO.MONROE2,64
785,ALTW STANHOP LD1,ALTW.HCPD.STHP,73
786,ALTW OELWEIN OELWEI2,ALTW.WOLFWIND,67
787,EAI BLYELM LT1,EAI.DELL.ST3,62
788,ALTW LUTR LUTR1,ALTW.LOUIS.SLR,69
789,EES CPQ T1,EES.CC.JWL_1,64
790,SIPC SIPCLD06 LD,SIPC.SIPC,72
791,AMMO BRST XF_2,AMMO.SIOUX2,64
792,AMIL MONSANT2 MONS,AMMO.OSAGE2,62
793,MEC WILLOWCK DGW8T4,ALTE.QUILTBLCK,48
794,ALTE COUNCILC COC_T32,AMIL.CILC.BOC,59
795,ALTW FAIRMONT FAIRMO1,ALTW.FAIRMONT1,74
796,AMIL NDECATUR NDEC_3370,AMIL.DEB.NAH,57
797,CONS COOLY COOLY_T1,CONS.POLRS.SOL,61
798,EAI MARMRL T1,EAI.REMMEL123,62
799,EES PWT T1,EES.JWL_CT1,67
800,NSP HYDROLN HYDROL2,NSP.FLAMBHYDRO,61
801,IPL 16PROSPC LD_S,IPL.16STOC5C5,53
802,AMMO MEX MEX-72,AMMO.MERAMEC2,64
803,CONS OKWDX OKWDX_T1,CONS.JAXON_1,58
804,EES PCI_E T2,EES.MTCPSCT2,67
805,EES LTG T1,EES.LONSTR1,67
806,NIPS CEN_SOYA CEN_SOYA,NIPS.BENTONCO,57
807,GRE MINDNGRE CXS_TR1,GRE.GRE.CXS,71
808,AMIL WHLR_CRK WHLR_CRK,AMIL.WDRV.ARR,57
809,EES GRT T1,EES.FRONT_TX1,70
810,EES LN612 T1,EES.LONSTR1,70
811,AMIL GILESPIE TR3_12KV,AMIL.ESPI,58
812,CIN 08WVANSN BK2,CIN.08NOBSN2,71
813,AMMO RKWD RKWD_73,AMMO.KIRK,62
814,DPC ELIZABE ELIZAB2_DPC,DPC.FLAMBEAU,51
815,EES OKGRO3 T2,EES.FRONT_TX2,62
816,DECO MTMRA TRF_2,DECO.TURTLE2,64
817,NSP FIESTAC TR2,NSP.KASOTA,56
818,DECO BALDW XF2,DECO.APPLE,58
819,ALTW LEONALT LEONAL1,ALTW.JOUNEAL3,61
820,MEC SUB_E2 TR2,MHEB_EAR,55
821,ALTE NORTHLIT LD4,ALTW.WWNORTH,62
822,MEC SHELDONM SHELDO1,MEC.SHENDO_1,62
823,DECO NBPMP NBPMPNVILL1,DECO.PUTNMP11,57
824,DECO SCOTTS2 TRF_1,DECO.SLOES11,60
825,NSP MADISNST MADISN1,NSP.CMMPA.KASS,59
826,SME SYLVARE1 LD_SYLVARENA,SME.SYLV_1,51
827,WEC CHARTER LD_T1,MEC.LAUREL_1,62
828,CIN 08MANSFL BK1,CIN.08NOBSN1,64
829,CONS TIPPY L2,CONS.TIPPY,87
830,EES CARNCO T2,EES.CONCECO,67
831,CONS LACKS T1,CONS.LANS,73
832,EAI BLKROK BLKROK_LYNN__2,EAI.BLAKELY2,54
833,EES BELHEL T1,EES.BYGL,57
834,NSP TANNERS TANNER2,NSP.ST_PETER,58
835,SIGE 10NEWHRM LD1,SIGE.CANL1.AMP,58
836,NIPS WOLCOTVL NO_2_XFMR,NIPS.NORWAPNOR,54
837,CIN WEBSTER BK1_69,CIN.ESR.ATTBRY,56
838,IPL 16LILLY LD_4,ALTW.LKFLD.IPL,53
839,WEC BROOKDAL BRKDAL_LD7,WEC.DAR_SLR1,51
840,HE OWEN_SM 7,MGE.OBRIEN_S,58
841,WPS WELLSSTR WELLS_T1,WPS.WESTON12,55
842,DECO NE TRF_24,DECO.NEP12,67
843,AMIL MERDOSIA MERY-716,AMIL.MERDS.MVP,67
844,BREC YEAGER YAGER,BREC.SEBREE,64
845,ALTW IFIP IFIP2,ALTW.FAIR2.ARR,62
846,ALTW RIVRRUN NW4,ALTW.WIN1,64
847,CIN CAYUGA LD_14345_9,CIN.CAYUGA.3,61
848,NIPS WOLCOTVL NO_1_XFMR,NIPS.NORWAPNOR,54
849,SME PKNS13 LD_PICKENS,NSP.SMPM.S3,50
850,WPS CRIVITZ GEN,WPS.CUSTEGEN1,64
851,EAI CLIN_I T1,EAI.CWL_E,64
852,ALTE ALTO_TAP ALT_LD-V1,ALTW.TEA_1.AZ,56
853,CIN 08EDWRDS BK5_69,CIN.08NOBSN2,45
854,DECO STATE1 LD102,DECO.LUD2,62
855,EES GRO T3,EES.FRONT_TX3,70
856,DECO BROCK BROCKFDENG_1,DECO.BROOKFLD1,70
857,ALTW CSWS CSWS5,ALTW.WSEC4,64
858,AECI LOCKRDGE LOCKRDGE_ALTW,AECI.ALTW,50
859,CIN PURDUE GEN1,CIN.HE.PSI,56
860,EES LUTCHR T2,EES.LKCHAR_CT2,74
861,EES ROB JDEC_ROB_LD,EES.JDEC,59
862,MEC SE_SOTER DHL8T6,ALTE.EDG.ESR,52
863,EES UNI T1,EES.ETILD,63
864,MEC MERRILLN MERRIL1,MEC.MRES.PELLA,59
865,CIN CLFTYCRK BK1_69,CIN.CT.VERMN.6,55
866,MP LONG_PR TR_MP_1,OTP.MPC.LANGDN,56
867,WPS VENUS VENUS_T1,WPS.CUSTEGEN1,58
868,ALTE ORFORDV0 ORF_T41,ALTE.WOOD.ESR,59
869,CIN GRISSOM BK5_69,CIN.GIBSON.5,67
870,EES WDN T2,EES.ETILD,63
871,DPC ZUMBRTP LOAD1,MP.DLPLOAD,67
872,CONS BARND BARND_T2,CONS.BRANCH,60
873,CONS RAINS RAINS_T1,CONS.RENAIGEN1,67
874,MEC 34_AV_NW XGK8T1,AMIL.PSG1.MEUC,48
875,DECO OPAL XF1,DECO.WPSA,64
876,DECO RENO2 TRF_1,DECO.RRP11,62
877,MGE BLOUNT BLD_TR5,MGE.BLTPLTG6,60
878,ALTW DOVRAY DOVRAY1,ALTW.STORYCO1,62
879,CONS CRDVA CRDVA_T2,CONS.MCV.MCV,65
880,CONS CLAY_MT CLAY_T1,CONS.CCG_1.AZ,61
881,AMIL 2EL_DARA 2ATLAS,AMIL.AMAEAMAN,61
882,SME PLANTTAP LD_PLANTATION,SME.PLUMPOINT,46
883,EES FRCHST T1,EES.FRONT_TX1,69
884,NIPS ORCHRD_G NO_2_XFMR,NIPS.NORWAPNOR,54
885,AMIL PAWW BK_1_138_34KV,AMIL.WVPA,50
886,AMIL MARN MARN-291,AMIL.MAROA.MVP,62
